x_p       y_p       z_p       md1_p     m1z_p     ph1_p     x0s_p     y0s_p     Z0s_p   x1_p  y1_p    z1_p  x2_p   y2_p  z2_p  dc1_p   dc2_p  d_dc1   d_dc2  radius  mod2_p
   -59.735   -87.065    -5.274     0.128    -0.030   -95.170   -59.704   -87.322    -4.089   -61.000   -86.000     0.000     0.000     0.000     0.000        27.114       0.00000   0.05792   0.00000   1.00000   0.00000   0.00000
   -59.778   -87.404    -5.212     0.048     0.002   139.267   -59.714   -87.423    -5.274   -61.000   -86.000     0.000     0.000     0.000     0.000        28.579       0.00000   0.05811   0.00000   1.00000   0.00000   0.00000
   -59.856   -87.383    -4.703     0.065     0.013  -170.933   -59.742   -87.399    -5.212   -61.000   -86.000     0.000     0.000     0.000     0.000        30.378       0.00000   0.04865   0.00000   1.00000   0.00000   0.00000
   -59.784   -87.484    -5.452     0.052    -0.019    74.816   -59.794   -87.407    -4.703   -61.000   -86.000     0.000     0.000     0.000     0.000        30.688       0.00000   0.05960   0.00000   1.00000   0.00000   0.00000
   -59.860   -87.433    -4.818     0.053     0.016   150.857   -59.783   -87.367    -5.452   -61.000   -86.000     0.000     0.000     0.000     0.000        30.825       0.00000   0.06475   0.00000   1.00000   0.00000   0.00000
   -59.882   -87.439    -4.999     0.056    -0.005   125.792   -59.820   -87.347    -4.818   -61.000   -86.000     0.000     0.000     0.000     0.000        31.865       0.00000   0.05988   0.00000   1.00000   0.00000   0.00000
   -59.850   -87.401    -6.113     0.039    -0.028    87.067   -59.846   -87.311    -4.999   -61.000   -86.000     0.000     0.000     0.000     0.000        32.023       0.00000   0.07026   0.00000   1.00000   0.00000   0.00000
   -59.959   -87.457    -5.567     0.116     0.014   126.533   -59.844   -87.280    -6.113   -61.000   -86.000     0.000     0.000     0.000     0.000        31.848       0.00000   0.06370   0.00000   1.00000   0.00000   0.00000
   -60.025   -87.310    -5.207     0.077     0.009   154.909   -59.899   -87.206    -5.567   -61.000   -86.000     0.000     0.000     0.000     0.000        31.570       0.00000   0.06069   0.00000   1.00000   0.00000   0.00000
   -60.006   -87.176    -5.281     0.029    -0.002  -141.931   -59.954   -87.180    -5.207   -61.000   -86.000     0.000     0.000     0.000     0.000        32.095       0.00000   0.05750   0.00000   1.00000   0.00000   0.00000
   -59.870   -87.054    -5.456     0.106    -0.004   -51.429   -59.972   -87.195    -5.281   -61.000   -86.000     0.000     0.000     0.000     0.000        30.969       0.00000   0.06773   0.00000   1.00000   0.00000   0.00000
   -59.966   -87.040    -5.093     0.114     0.009  -107.657   -59.920   -87.260    -5.456   -61.000   -86.000     0.000     0.000     0.000     0.000        29.994       0.00000   0.06546   0.00000   1.00000   0.00000   0.00000
   -60.049   -87.053    -5.733     0.153    -0.016  -112.998   -59.947   -87.346    -5.093   -61.000   -86.000     0.000     0.000     0.000     0.000        31.218       0.00000   0.06166   0.00000   1.00000   0.00000   0.00000
   -60.088   -87.370    -5.931     0.050    -0.005  -175.332   -59.994   -87.457    -5.733   -61.000   -86.000     0.000     0.000     0.000     0.000        31.800       0.00000   0.07485   0.00000   1.00000   0.00000   0.00000
   -60.191   -87.399    -5.565     0.093     0.009  -163.471   -60.034   -87.461    -5.931   -61.000   -86.000     0.000     0.000     0.000     0.000        31.229       0.00000   0.08123   0.00000   1.00000   0.00000   0.00000
   -60.108   -87.482    -4.824     0.013     0.019    51.937   -60.104   -87.482    -5.565   -61.000   -86.000     0.000     0.000     0.000     0.000        30.496       0.00000   0.06788   0.00000   1.00000   0.00000   0.00000
   -60.067   -87.421    -5.215     0.038    -0.010   -58.457   -60.098   -87.473    -4.824   -61.000   -86.000     0.000     0.000     0.000     0.000        29.205       0.00000   0.06044   0.00000   1.00000   0.00000   0.00000
   -59.968   -87.432    -6.249     0.074    -0.026   -25.153   -60.082   -87.499    -5.215   -61.000   -86.000     0.000     0.000     0.000     0.000        28.772       0.00000   0.06412   0.00000   1.00000   0.00000   0.00000
   -59.999   -87.400    -7.235     0.065    -0.025   -80.597   -60.029   -87.524    -6.249   -61.000   -86.000     0.000     0.000     0.000     0.000        30.079       0.00000   0.06304   0.00000   1.00000   0.00000   0.00000
   -60.082   -87.524    -5.906     0.041     0.034  -166.439   -60.020   -87.575    -7.235   -61.000   -86.000     0.000     0.000     0.000     0.000        29.697       0.00000   0.05815   0.00000   1.00000   0.00000   0.00000
   -60.062   -87.676    -5.550     0.064     0.009    91.931   -60.052   -87.583    -5.906   -61.000   -86.000     0.000     0.000     0.000     0.000        29.946       0.00000   0.05517   0.00000   1.00000   0.00000   0.00000
   -60.097   -87.683    -4.400     0.078     0.029   108.580   -60.054   -87.532    -5.550   -61.000   -86.000     0.000     0.000     0.000     0.000        30.358       0.00000   0.05702   0.00000   1.00000   0.00000   0.00000
   -60.059   -87.510    -3.715     0.012     0.017   -16.193   -60.074   -87.473    -4.400   -61.000   -86.000     0.000     0.000     0.000     0.000        29.078       0.00000   0.05599   0.00000   1.00000   0.00000   0.00000
   -59.941   -87.304    -4.346     0.131    -0.016   -55.707   -60.064   -87.476    -3.715   -61.000   -86.000     0.000     0.000     0.000     0.000        28.722       0.00000   0.06237   0.00000   1.00000   0.00000   0.00000
   -59.820   -87.320    -4.180     0.156     0.004   -47.744   -60.006   -87.562    -4.346   -61.000   -86.000     0.000     0.000     0.000     0.000        30.107       0.00000   0.06002   0.00000   1.00000   0.00000   0.00000
   -59.825   -87.675    -3.819     0.071     0.009    48.900   -59.923   -87.653    -4.180   -61.000   -86.000     0.000     0.000     0.000     0.000        31.309       0.00000   0.05348   0.00000   1.00000   0.00000   0.00000
   -59.724   -87.746    -4.041     0.117    -0.006    39.292   -59.886   -87.611    -3.819   -61.000   -86.000     0.000     0.000     0.000     0.000        32.431       0.00000   0.05177   0.00000   1.00000   0.00000   0.00000
   -59.872   -87.670    -3.883     0.066     0.004   133.651   -59.814   -87.552    -4.041   -61.000   -86.000     0.000     0.000     0.000     0.000        32.842       0.00000   0.04629   0.00000   1.00000   0.00000   0.00000
   -59.900   -87.658    -4.868     0.073    -0.025   111.974   -59.850   -87.514    -3.883   -61.000   -86.000     0.000     0.000     0.000     0.000        32.412       0.00000   0.05872   0.00000   1.00000   0.00000   0.00000
   -59.914   -87.652    -4.287     0.095     0.015   103.601   -59.872   -87.460    -4.868   -61.000   -86.000     0.000     0.000     0.000     0.000        34.664       0.00000   0.04990   0.00000   1.00000   0.00000   0.00000
   -59.961   -87.565    -4.171     0.085     0.003   117.909   -59.890   -87.387    -4.287   -61.000   -86.000     0.000     0.000     0.000     0.000        35.120       0.00000   0.05963   0.00000   1.00000   0.00000   0.00000
   -60.075   -87.381    -4.640     0.089    -0.012   177.601   -59.921   -87.327    -4.171   -61.000   -86.000     0.000     0.000     0.000     0.000        35.493       0.00000   0.05556   0.00000   1.00000   0.00000   0.00000
   -60.128   -87.393    -4.569     0.080     0.002   154.570   -59.991   -87.324    -4.640   -61.000   -86.000     0.000     0.000     0.000     0.000        35.824       0.00000   0.05632   0.00000   1.00000   0.00000   0.00000
   -60.081   -87.377    -5.538     0.038    -0.025   104.873   -60.049   -87.297    -4.569   -61.000   -86.000     0.000     0.000     0.000     0.000        35.290       0.00000   0.04722   0.00000   1.00000   0.00000   0.00000
   -60.137   -87.326    -5.026     0.051     0.013   154.839   -60.056   -87.268    -5.538   -61.000   -86.000     0.000     0.000     0.000     0.000        34.202       0.00000   0.04020   0.00000   1.00000   0.00000   0.00000
   -60.093   -87.322    -4.375     0.034     0.016    81.492   -60.093   -87.251    -5.026   -61.000   -86.000     0.000     0.000     0.000     0.000        33.822       0.00000   0.04999   0.00000   1.00000   0.00000   0.00000
   -60.160   -87.275    -4.927     0.047    -0.014   155.860   -60.089   -87.224    -4.375   -61.000   -86.000     0.000     0.000     0.000     0.000        33.671       0.00000   0.04294   0.00000   1.00000   0.00000   0.00000
   -60.130   -87.194    -4.658     0.017     0.007   -88.970   -60.123   -87.209    -4.927   -61.000   -86.000     0.000     0.000     0.000     0.000        34.340       0.00000   0.04048   0.00000   1.00000   0.00000   0.00000
   -60.043   -87.172    -6.027     0.056    -0.035   -29.176   -60.122   -87.222    -4.658   -61.000   -86.000     0.000     0.000     0.000     0.000        31.581       0.00000   0.06526   0.00000   1.00000   0.00000   0.00000
   -59.983   -87.272    -5.209     0.062     0.021    24.831   -60.084   -87.244    -6.027   -61.000   -86.000     0.000     0.000     0.000     0.000        31.629       0.00000   0.05608   0.00000   1.00000   0.00000   0.00000
   -60.161   -87.366    -4.871     0.114     0.009   135.003   -60.039   -87.224    -5.209   -61.000   -86.000     0.000     0.000     0.000     0.000        32.507       0.00000   0.05010   0.00000   1.00000   0.00000   0.00000
   -60.256   -87.244    -4.911     0.089    -0.001   163.098   -60.103   -87.160    -4.871   -61.000   -86.000     0.000     0.000     0.000     0.000        32.239       0.00000   0.04742   0.00000   1.00000   0.00000   0.00000
   -60.260   -87.109    -3.319     0.054     0.040  -144.546   -60.171   -87.139    -4.911   -61.000   -86.000     0.000     0.000     0.000     0.000        32.492       0.00000   0.05591   0.00000   1.00000   0.00000   0.00000
   -60.089   -87.122    -3.290     0.079     0.001   -13.771   -60.206   -87.164    -3.319   -61.000   -86.000     0.000     0.000     0.000     0.000        30.417       0.00000   0.05793   0.00000   1.00000   0.00000   0.00000
   -60.014   -87.158    -3.156     0.073     0.003    -4.524   -60.145   -87.179    -3.290   -61.000   -86.000     0.000     0.000     0.000     0.000        30.858       0.00000   0.06040   0.00000   1.00000   0.00000   0.00000
   -60.063   -87.268    -3.009     0.055     0.004    84.054   -60.087   -87.183    -3.156   -61.000   -86.000     0.000     0.000     0.000     0.000        30.840       0.00000   0.05581   0.00000   1.00000   0.00000   0.00000
   -60.083   -87.265    -3.100     0.060    -0.002    92.363   -60.082   -87.140    -3.009   -61.000   -86.000     0.000     0.000     0.000     0.000        30.924       0.00000   0.06211   0.00000   1.00000   0.00000   0.00000
   -59.975   -87.262    -2.285     0.105     0.021    51.218   -60.084   -87.093    -3.100   -61.000   -86.000     0.000     0.000     0.000     0.000        32.516       0.00000   0.06813   0.00000   1.00000   0.00000   0.00000
   -59.830   -87.066    -2.742     0.116    -0.012    -2.595   -60.032   -87.028    -2.285   -61.000   -86.000     0.000     0.000     0.000     0.000        30.066       0.00000   0.06046   0.00000   1.00000   0.00000   0.00000
   -59.873   -87.019    -2.372     0.030     0.009   -23.258   -59.940   -87.032    -2.742   -61.000   -86.000     0.000     0.000     0.000     0.000        31.676       0.00000   0.05550   0.00000   1.00000   0.00000   0.00000
   -59.825   -87.109    -2.954     0.068    -0.015    40.280   -59.919   -87.041    -2.372   -61.000   -86.000     0.000     0.000     0.000     0.000        31.635       0.00000   0.05680   0.00000   1.00000   0.00000   0.00000
   -59.722   -86.988    -3.191     0.091    -0.006   -14.813   -59.878   -87.006    -2.954   -61.000   -86.000     0.000     0.000     0.000     0.000        30.908       0.00000   0.06093   0.00000   1.00000   0.00000   0.00000
   -59.622   -86.894    -2.552     0.127     0.016   -36.166   -59.808   -87.025    -3.191   -61.000   -86.000     0.000     0.000     0.000     0.000        30.932       0.00000   0.05015   0.00000   1.00000   0.00000   0.00000
   -59.665   -87.068    -3.627     0.028    -0.027    27.702   -59.727   -87.084    -2.552   -61.000   -86.000     0.000     0.000     0.000     0.000        29.824       0.00000   0.06311   0.00000   1.00000   0.00000   0.00000
   -59.641   -87.103    -4.444     0.040    -0.021    27.967   -59.707   -87.074    -3.627   -61.000   -86.000     0.000     0.000     0.000     0.000        30.927       0.00000   0.06064   0.00000   1.00000   0.00000   0.00000
   -59.718   -86.946    -3.626     0.079     0.021  -110.532   -59.680   -87.059    -4.444   -61.000   -86.000     0.000     0.000     0.000     0.000        31.560       0.00000   0.06322   0.00000   1.00000   0.00000   0.00000
   -59.552   -86.899    -5.208     0.145    -0.040   -50.300   -59.702   -87.118    -3.626   -61.000   -86.000     0.000     0.000     0.000     0.000        29.850       0.00000   0.06129   0.00000   1.00000   0.00000   0.00000
   -59.637   -87.026    -5.994     0.074    -0.020  -101.522   -59.628   -87.206    -5.208   -61.000   -86.000     0.000     0.000     0.000     0.000        34.989       0.00000   0.05828   0.00000   1.00000   0.00000   0.00000
   -59.698   -87.185    -6.470     0.040    -0.012  -151.953   -59.640   -87.263    -5.994   -61.000   -86.000     0.000     0.000     0.000     0.000        38.023       0.00000   0.05681   0.00000   1.00000   0.00000   0.00000
   -59.715   -87.382    -5.061     0.078     0.036   108.507   -59.668   -87.278    -6.470   -61.000   -86.000     0.000     0.000     0.000     0.000        39.655       0.00000   0.05274   0.00000   1.00000   0.00000   0.00000
   -59.746   -87.393    -3.818     0.092     0.031   110.479   -59.688   -87.219    -5.061   -61.000   -86.000     0.000     0.000     0.000     0.000        40.793       0.00000   0.04653   0.00000   1.00000   0.00000   0.00000
   -59.590   -87.367    -3.550     0.128     0.007    52.213   -59.713   -87.151    -3.818   -61.000   -86.000     0.000     0.000     0.000     0.000        39.840       0.00000   0.04616   0.00000   1.00000   0.00000   0.00000
   -59.603   -87.264    -2.627     0.084     0.023    75.070   -59.651   -87.071    -3.550   -61.000   -86.000     0.000     0.000     0.000     0.000        39.524       0.00000   0.04688   0.00000   1.00000   0.00000   0.00000
